,username,gender,age,occupation,age,zipcode,password
334,user335,M,35,tradesman/craftsman,35-44,55434,youaresosmartifyoufiguredoutthispassword
335,user336,M,18,other or not specified,18-24,98765,youaresosmartifyoufiguredoutthispassword
336,user337,M,18,unemployed,18-24,80205,youaresosmartifyoufiguredoutthispassword
337,user338,M,35,executive/managerial,35-44,55116,youaresosmartifyoufiguredoutthispassword
338,user339,M,50,executive/managerial,50-55,80207,youaresosmartifyoufiguredoutthispassword
339,user340,F,25,clerical/admin,25-34,28001,youaresosmartifyoufiguredoutthispassword
340,user341,F,56,retired,56+,92119,youaresosmartifyoufiguredoutthispassword
341,user342,M,18,programmer,18-24,55076,youaresosmartifyoufiguredoutthispassword
342,user343,F,35,clerical/admin,35-44,55127,youaresosmartifyoufiguredoutthispassword
343,user344,M,35,sales/marketing,35-44,75034,youaresosmartifyoufiguredoutthispassword
344,user345,M,25,programmer,25-34,94114,youaresosmartifyoufiguredoutthispassword
345,user346,F,25,other or not specified,25-34,55110,youaresosmartifyoufiguredoutthispassword
346,user347,F,56,academic/educator,56+,55305,youaresosmartifyoufiguredoutthispassword
347,user348,M,50,executive/managerial,50-55,55110,youaresosmartifyoufiguredoutthispassword
348,user349,M,1,K-12 student,Under 18,08035,youaresosmartifyoufiguredoutthispassword
349,user350,M,45,writer,45-49,08035,youaresosmartifyoufiguredoutthispassword
350,user351,M,18,college/grad student,18-24,55105,youaresosmartifyoufiguredoutthispassword
351,user352,M,18,college/grad student,18-24,60115,youaresosmartifyoufiguredoutthispassword
352,user353,F,35,executive/managerial,35-44,92625,youaresosmartifyoufiguredoutthispassword
353,user354,M,35,academic/educator,35-44,55117,youaresosmartifyoufiguredoutthispassword
354,user355,M,18,clerical/admin,18-24,55107,youaresosmartifyoufiguredoutthispassword
355,user356,M,56,writer,56+,55101,youaresosmartifyoufiguredoutthispassword
356,user357,M,18,other or not specified,18-24,98103,youaresosmartifyoufiguredoutthispassword
357,user358,F,56,academic/educator,56+,20815,youaresosmartifyoufiguredoutthispassword
358,user359,M,25,technician/engineer,25-34,55128,youaresosmartifyoufiguredoutthispassword
359,user360,M,35,technician/engineer,35-44,28208,youaresosmartifyoufiguredoutthispassword
360,user361,F,25,sales/marketing,25-34,94115,youaresosmartifyoufiguredoutthispassword
361,user362,M,35,writer,35-44,55407,youaresosmartifyoufiguredoutthispassword
362,user363,M,18,K-12 student,18-24,55419,youaresosmartifyoufiguredoutthispassword
363,user364,F,35,academic/educator,35-44,46815,youaresosmartifyoufiguredoutthispassword
364,user365,F,18,college/grad student,18-24,02138,youaresosmartifyoufiguredoutthispassword
365,user366,M,50,scientist,50-55,55126,youaresosmartifyoufiguredoutthispassword
366,user367,M,50,programmer,50-55,55421,youaresosmartifyoufiguredoutthispassword
367,user368,M,25,other or not specified,25-34,90293,youaresosmartifyoufiguredoutthispassword
368,user369,M,35,academic/educator,35-44,55110,youaresosmartifyoufiguredoutthispassword
369,user370,M,18,technician/engineer,18-24,22304,youaresosmartifyoufiguredoutthispassword
370,user371,M,18,college/grad student,18-24,02141,youaresosmartifyoufiguredoutthispassword
371,user372,F,18,college/grad student,18-24,72227,youaresosmartifyoufiguredoutthispassword
372,user373,F,25,artist,25-34,55347,youaresosmartifyoufiguredoutthispassword
373,user374,F,35,sales/marketing,35-44,55346,youaresosmartifyoufiguredoutthispassword
374,user375,M,25,artist,25-34,55106,youaresosmartifyoufiguredoutthispassword
375,user376,M,35,academic/educator,35-44,80026,youaresosmartifyoufiguredoutthispassword
376,user377,M,25,technician/engineer,25-34,55418,youaresosmartifyoufiguredoutthispassword
377,user378,F,18,other or not specified,18-24,55105,youaresosmartifyoufiguredoutthispassword
378,user379,F,35,academic/educator,35-44,54822,youaresosmartifyoufiguredoutthispassword
379,user380,M,25,artist,25-34,92024,youaresosmartifyoufiguredoutthispassword
380,user381,M,35,technician/engineer,35-44,89015,youaresosmartifyoufiguredoutthispassword
381,user382,F,35,writer,35-44,66205,youaresosmartifyoufiguredoutthispassword
382,user383,F,25,executive/managerial,25-34,78757,youaresosmartifyoufiguredoutthispassword
383,user384,M,25,lawyer,25-34,55075,youaresosmartifyoufiguredoutthispassword
384,user385,M,25,doctor/health care,25-34,68131,youaresosmartifyoufiguredoutthispassword
385,user386,M,25,other or not specified,25-34,55408,youaresosmartifyoufiguredoutthispassword
386,user387,F,35,executive/managerial,35-44,55111,youaresosmartifyoufiguredoutthispassword
387,user388,F,25,other or not specified,25-34,10021,youaresosmartifyoufiguredoutthispassword
388,user389,M,25,doctor/health care,25-34,68128,youaresosmartifyoufiguredoutthispassword
389,user390,M,25,college/grad student,25-34,55405,youaresosmartifyoufiguredoutthispassword
390,user391,M,45,lawyer,45-49,22122,youaresosmartifyoufiguredoutthispassword
391,user392,M,18,executive/managerial,18-24,20037,youaresosmartifyoufiguredoutthispassword
392,user393,M,35,technician/engineer,35-44,55402,youaresosmartifyoufiguredoutthispassword
393,user394,M,18,other or not specified,18-24,55013,youaresosmartifyoufiguredoutthispassword
394,user395,M,18,customer service,18-24,55104,youaresosmartifyoufiguredoutthispassword
395,user396,M,25,academic/educator,25-34,56187,youaresosmartifyoufiguredoutthispassword
396,user397,M,35,technician/engineer,35-44,22124,youaresosmartifyoufiguredoutthispassword
397,user398,M,25,technician/engineer,25-34,55454,youaresosmartifyoufiguredoutthispassword
398,user399,F,35,doctor/health care,35-44,55128,youaresosmartifyoufiguredoutthispassword
399,user400,F,18,clerical/admin,18-24,55422,youaresosmartifyoufiguredoutthispassword
400,user401,M,18,other or not specified,18-24,55129,youaresosmartifyoufiguredoutthispassword
401,user402,M,25,lawyer,25-34,55427,youaresosmartifyoufiguredoutthispassword
402,user403,M,18,college/grad student,18-24,02138,youaresosmartifyoufiguredoutthispassword
403,user404,M,18,college/grad student,18-24,10128,youaresosmartifyoufiguredoutthispassword
404,user405,M,56,academic/educator,56+,13077,youaresosmartifyoufiguredoutthispassword
405,user406,M,25,writer,25-34,55105,youaresosmartifyoufiguredoutthispassword
406,user407,M,18,technician/engineer,18-24,89503,youaresosmartifyoufiguredoutthispassword
407,user408,M,25,lawyer,25-34,02143,youaresosmartifyoufiguredoutthispassword
408,user409,M,18,programmer,18-24,55122,youaresosmartifyoufiguredoutthispassword
409,user410,F,25,academic/educator,25-34,55417,youaresosmartifyoufiguredoutthispassword
410,user411,F,45,academic/educator,45-49,43214,youaresosmartifyoufiguredoutthispassword
411,user412,M,35,scientist,35-44,55117,youaresosmartifyoufiguredoutthispassword
412,user413,M,25,lawyer,25-34,55409,youaresosmartifyoufiguredoutthispassword
413,user414,M,25,other or not specified,25-34,55317,youaresosmartifyoufiguredoutthispassword
414,user415,F,35,other or not specified,35-44,55406,youaresosmartifyoufiguredoutthispassword
415,user416,M,45,sales/marketing,45-49,55076,youaresosmartifyoufiguredoutthispassword
416,user417,F,25,other or not specified,25-34,50613,youaresosmartifyoufiguredoutthispassword
417,user418,F,25,clerical/admin,25-34,54016,youaresosmartifyoufiguredoutthispassword
418,user419,M,18,clerical/admin,18-24,55422,youaresosmartifyoufiguredoutthispassword
419,user420,M,35,academic/educator,35-44,55406,youaresosmartifyoufiguredoutthispassword
420,user421,F,45,clerical/admin,45-49,55125,youaresosmartifyoufiguredoutthispassword
421,user422,M,56,technician/engineer,56+,55104,youaresosmartifyoufiguredoutthispassword
422,user423,M,18,college/grad student,18-24,55455,youaresosmartifyoufiguredoutthispassword
423,user424,M,25,technician/engineer,25-34,55112,youaresosmartifyoufiguredoutthispassword
424,user425,M,25,programmer,25-34,55303,youaresosmartifyoufiguredoutthispassword
425,user426,M,18,college/grad student,18-24,55455,youaresosmartifyoufiguredoutthispassword
426,user427,M,35,programmer,35-44,55104,youaresosmartifyoufiguredoutthispassword
427,user428,F,18,college/grad student,18-24,55455,youaresosmartifyoufiguredoutthispassword
428,user429,M,18,other or not specified,18-24,54901,youaresosmartifyoufiguredoutthispassword
429,user430,F,18,K-12 student,18-24,55306,youaresosmartifyoufiguredoutthispassword
430,user431,M,18,K-12 student,18-24,55303,youaresosmartifyoufiguredoutthispassword
431,user432,M,45,self-employed,45-49,55306,youaresosmartifyoufiguredoutthispassword
432,user433,M,50,doctor/health care,50-55,55115,youaresosmartifyoufiguredoutthispassword
433,user434,F,45,clerical/admin,45-49,98155,youaresosmartifyoufiguredoutthispassword
434,user435,M,25,executive/managerial,25-34,55125,youaresosmartifyoufiguredoutthispassword
435,user436,M,18,college/grad student,18-24,43023,youaresosmartifyoufiguredoutthispassword
436,user437,M,35,technician/engineer,35-44,55030,youaresosmartifyoufiguredoutthispassword
437,user438,M,18,lawyer,18-24,53705,youaresosmartifyoufiguredoutthispassword
438,user439,M,35,sales/marketing,35-44,55129,youaresosmartifyoufiguredoutthispassword
439,user440,M,56,academic/educator,56+,32940,youaresosmartifyoufiguredoutthispassword
440,user441,M,35,academic/educator,35-44,55127,youaresosmartifyoufiguredoutthispassword
441,user442,M,25,academic/educator,25-34,55105,youaresosmartifyoufiguredoutthispassword
442,user443,M,25,clerical/admin,25-34,55421,youaresosmartifyoufiguredoutthispassword
443,user444,M,56,other or not specified,56+,55108,youaresosmartifyoufiguredoutthispassword
444,user445,M,45,programmer,45-49,55117,youaresosmartifyoufiguredoutthispassword
445,user446,F,50,other or not specified,50-55,55042,youaresosmartifyoufiguredoutthispassword
446,user447,F,45,lawyer,45-49,55105,youaresosmartifyoufiguredoutthispassword
447,user448,M,25,technician/engineer,25-34,80123,youaresosmartifyoufiguredoutthispassword
448,user449,M,25,executive/managerial,25-34,85037,youaresosmartifyoufiguredoutthispassword
449,user450,M,45,academic/educator,45-49,24523,youaresosmartifyoufiguredoutthispassword
450,user451,M,56,retired,56+,54720,youaresosmartifyoufiguredoutthispassword
451,user452,M,50,technician/engineer,50-55,55117,youaresosmartifyoufiguredoutthispassword
452,user453,M,18,college/grad student,18-24,55102,youaresosmartifyoufiguredoutthispassword
453,user454,M,25,writer,25-34,55092,youaresosmartifyoufiguredoutthispassword
454,user455,F,35,artist,35-44,55113,youaresosmartifyoufiguredoutthispassword
455,user456,M,35,other or not specified,35-44,55105,youaresosmartifyoufiguredoutthispassword
456,user457,M,18,college/grad student,18-24,54703,youaresosmartifyoufiguredoutthispassword
457,user458,M,50,self-employed,50-55,55405-2546,youaresosmartifyoufiguredoutthispassword
458,user459,F,18,college/grad student,18-24,55105,youaresosmartifyoufiguredoutthispassword
459,user460,M,45,tradesman/craftsman,45-49,55313,youaresosmartifyoufiguredoutthispassword
460,user461,M,50,executive/managerial,50-55,55075,youaresosmartifyoufiguredoutthispassword
461,user462,M,18,self-employed,18-24,55416,youaresosmartifyoufiguredoutthispassword
462,user463,M,25,executive/managerial,25-34,55105,youaresosmartifyoufiguredoutthispassword
463,user464,F,18,college/grad student,18-24,55455,youaresosmartifyoufiguredoutthispassword
464,user465,M,18,unemployed,18-24,94523,youaresosmartifyoufiguredoutthispassword
465,user466,M,25,customer service,25-34,55405,youaresosmartifyoufiguredoutthispassword
466,user467,F,35,clerical/admin,35-44,55075,youaresosmartifyoufiguredoutthispassword
467,user468,F,1,K-12 student,Under 18,55082,youaresosmartifyoufiguredoutthispassword
468,user469,M,35,doctor/health care,35-44,55122,youaresosmartifyoufiguredoutthispassword
469,user470,F,1,K-12 student,Under 18,55068,youaresosmartifyoufiguredoutthispassword
470,user471,M,35,executive/managerial,35-44,08904,youaresosmartifyoufiguredoutthispassword
471,user472,M,35,other or not specified,35-44,55418,youaresosmartifyoufiguredoutthispassword
472,user473,F,18,college/grad student,18-24,55112,youaresosmartifyoufiguredoutthispassword
473,user474,M,25,technician/engineer,25-34,92126,youaresosmartifyoufiguredoutthispassword
474,user475,F,25,artist,25-34,55421,youaresosmartifyoufiguredoutthispassword
475,user476,M,35,other or not specified,35-44,55127,youaresosmartifyoufiguredoutthispassword
476,user477,M,35,sales/marketing,35-44,55410,youaresosmartifyoufiguredoutthispassword
477,user478,M,50,self-employed,50-55,55113,youaresosmartifyoufiguredoutthispassword
478,user479,M,25,programmer,25-34,55042,youaresosmartifyoufiguredoutthispassword
479,user480,F,18,college/grad student,18-24,55422,youaresosmartifyoufiguredoutthispassword
480,user481,M,45,executive/managerial,45-49,55115,youaresosmartifyoufiguredoutthispassword
481,user482,M,25,sales/marketing,25-34,55305,youaresosmartifyoufiguredoutthispassword
482,user483,M,18,programmer,18-24,55105,youaresosmartifyoufiguredoutthispassword
483,user484,F,1,K-12 student,Under 18,55104,youaresosmartifyoufiguredoutthispassword
484,user485,M,56,executive/managerial,56+,55042,youaresosmartifyoufiguredoutthispassword
485,user486,M,56,other or not specified,56+,91367,youaresosmartifyoufiguredoutthispassword
486,user487,F,35,technician/engineer,35-44,55082,youaresosmartifyoufiguredoutthispassword
487,user488,M,25,programmer,25-34,55107,youaresosmartifyoufiguredoutthispassword
488,user489,M,18,college/grad student,18-24,55455,youaresosmartifyoufiguredoutthispassword
489,user490,M,1,K-12 student,Under 18,55345,youaresosmartifyoufiguredoutthispassword
490,user491,M,18,college/grad student,18-24,56043,youaresosmartifyoufiguredoutthispassword
491,user492,M,25,programmer,25-34,55112,youaresosmartifyoufiguredoutthispassword
492,user493,M,50,executive/managerial,50-55,55016,youaresosmartifyoufiguredoutthispassword
493,user494,F,35,other or not specified,35-44,17870,youaresosmartifyoufiguredoutthispassword
494,user495,M,18,K-12 student,18-24,55421,youaresosmartifyoufiguredoutthispassword
495,user496,M,18,college/grad student,18-24,55455,youaresosmartifyoufiguredoutthispassword
496,user497,F,25,technician/engineer,25-34,55412,youaresosmartifyoufiguredoutthispassword
497,user498,M,35,technician/engineer,35-44,55113,youaresosmartifyoufiguredoutthispassword
498,user499,F,25,academic/educator,25-34,55108,youaresosmartifyoufiguredoutthispassword
499,user500,F,18,artist,18-24,55105,youaresosmartifyoufiguredoutthispassword
500,user501,M,25,artist,25-34,55372,youaresosmartifyoufiguredoutthispassword
501,user502,M,35,doctor/health care,35-44,55126,youaresosmartifyoufiguredoutthispassword
502,user503,M,35,lawyer,35-44,73120,youaresosmartifyoufiguredoutthispassword
503,user504,M,25,artist,25-34,17003,youaresosmartifyoufiguredoutthispassword
504,user505,M,35,technician/engineer,35-44,37815,youaresosmartifyoufiguredoutthispassword
505,user506,M,25,self-employed,25-34,55103-1006,youaresosmartifyoufiguredoutthispassword
506,user507,F,25,other or not specified,25-34,55405,youaresosmartifyoufiguredoutthispassword
507,user508,M,25,programmer,25-34,55418,youaresosmartifyoufiguredoutthispassword
508,user509,M,25,artist,25-34,55125,youaresosmartifyoufiguredoutthispassword
509,user510,M,18,programmer,18-24,55109,youaresosmartifyoufiguredoutthispassword
510,user511,F,45,college/grad student,45-49,15232,youaresosmartifyoufiguredoutthispassword
511,user512,M,35,other or not specified,35-44,55379,youaresosmartifyoufiguredoutthispassword
512,user513,M,25,other or not specified,25-34,55119,youaresosmartifyoufiguredoutthispassword
513,user514,M,25,artist,25-34,55113,youaresosmartifyoufiguredoutthispassword
514,user515,M,25,academic/educator,25-34,55406,youaresosmartifyoufiguredoutthispassword
515,user516,F,56,sales/marketing,56+,55033,youaresosmartifyoufiguredoutthispassword
516,user517,F,25,sales/marketing,25-34,55408,youaresosmartifyoufiguredoutthispassword
517,user518,F,35,programmer,35-44,75240,youaresosmartifyoufiguredoutthispassword
518,user519,F,35,sales/marketing,35-44,55038,youaresosmartifyoufiguredoutthispassword
519,user520,F,35,writer,35-44,55104,youaresosmartifyoufiguredoutthispassword
520,user521,M,56,executive/managerial,56+,55105,youaresosmartifyoufiguredoutthispassword
521,user522,M,25,programmer,25-34,55124,youaresosmartifyoufiguredoutthispassword
522,user523,M,50,executive/managerial,50-55,55105,youaresosmartifyoufiguredoutthispassword
